326318631011106816	positive	könnt ihr mir für acht Leute einen Tisch auf den Namen René für morgen reservieren ? %PosSmiley	können ihr ich für acht Leute eine Tisch auf die Name René für morgen reservieren ? %PosSmiley	VMFIN PPER PRF APPR CARD NN ART NN APPR ART NN NN APPR ADV VVINF $. ITJ	0/-- 1/SB 15/DA 15/MO 6/NK 4/NK 8/NK 15/OA 8/MNR 11/NK 9/NK 11/NK 15/MO 13/NK 1/OC 15/-- 15/NK	pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 case=dat|*=True|num=sg|pers=1 _ _ case=acc|*=True|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
324765840627085313	positive	" Ang cute nung KathQuen mag Gwiyomi . Nakita niyo ? Hahaha . %PosSmiley KathQuenatics "	" Ang cute nung KathQuen mögen Gwiyomi . Nakita niyo ? Hahaha . %PosSmiley %User "	$( ADJA ADJA NN NN VMFIN NE $. NE NE $. NE $. ITJ NE $(	19/-- 21/NK 21/NK 23/SB 21/NK 17/-- 23/SB 24/-- 10/PNC 8/-- 10/-- 11/-- 12/-- 15/NK 13/-- 15/--	_ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=masc|Source::markable_3::Source=True|num=sg|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Source::markable_3::Anaphref=empty|Sentiment::markable_2::Sentiment=True mood=ind|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True case=nom|Target::markable_5::Target=True|Target::markable_5::Preferred=true|num=sg|Target::markable_5::Anaphref=empty|*=True|Sentiment::markable_2::Sentiment=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500120::Polarity=positive|EmoExpression::markable_100500120::EmoExpression=True|EmoExpression::markable_100500120::Uncertain=false|*=True|EmoExpression::markable_100500120::Sarcasm=false|num=sg|EmoExpression::markable_100500120::SubjectiveFact=false|EmoExpression::markable_100500120::Intensity=medium _ EmoExpression::markable_6::Sarcasm=false|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::SubjectiveFact=false|EmoExpression::markable_6::Polarity=positive|EmoExpression::markable_6::EmoExpression=True case=gen|*=True|num=sg _
321883681067261952	neutral	Kennt ihr schon unsere Ecoline ? %PosSmiley %Link	kennen ihr schon unser Ecoline ? %PosSmiley %Link	VVFIN PPER ADV PPOSAT NN $. ITJ XY	16/-- 17/DA 17/MO 21/NK 17/OA 21/-- 17/DM 7/--	pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _
319398011358834689	positive	Toffe Eindhovense band zoekt bassist ! Wie o wie ? %PosSmiley %Link	Toffe Eindhovense binden zoekt bassist ! wie o wie ? %PosSmiley %Link	NN NN VVFIN ADJD ADJD $. KOUS VVFIN KOKOM $. ITJ XY	11/SB 9/NK 8/-- 11/MO 11/MO 13/-- 8/MO 6/-- 8/CD 9/-- 8/DM 11/--	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind pos=True pos=True _ _ _ _ _ EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::Sarcasm=false|EmoExpression::markable_8::EmoExpression=True|EmoExpression::markable_8::Uncertain=false _
328628694597922818	positive	Nur noch 2 Tage ... Der Countdown läuft %PosSmiley %Link	nur noch 2 Tag ... die Countdown laufen %PosSmiley %Link	ADV ADV CARD NN $. ART NN VVFIN ITJ XY	15/MO 15/MO 16/NK 12/-- 16/-- 7/NK 8/SB 5/-- 8/DM 9/NK	_ _ _ case=acc|gender=masc|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=positive|EmoExpression::markable_9::Sarcasm=false|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::SubjectiveFact=false|EmoExpression::markable_9::EmoExpression=True _
319416853170638848	positive	mein innerer Monk bricht beim Ausbügeln durch %PosSmiley	mein inner Monk brechen bei ausbügeln durch %PosSmiley	PPOSAT ADJA NN VVFIN APPRART VVFIN PTKVZ ITJ	13/NK 13/NK 14/SB 10/-- 14/MO 15/NK 14/SVP 17/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ EmoExpression::markable_10::Uncertain=false|EmoExpression::markable_10::Polarity=positive|EmoExpression::markable_10::Sarcasm=false|EmoExpression::markable_10::Intensity=medium|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::SubjectiveFact=false
325885833628499971	positive	Morjen und bis gleich im Oly %PosSmiley &gt; &gt; &gt; Moin %PosSmiley Spieltag HAHOHE HERTHA BSC	Morjen und bis gleich in Oly %PosSmiley &gt; &gt; &gt; Moin %PosSmiley Spieltag HAHOHE Hertha BSC	NN KON APPR ADJD APPRART NN ITJ $( $( $( NE ITJ NN NN NE NE	8/-- 9/CD 13/AC 13/MO 21/MO 13/NK 21/NK 15/-- 16/-- 17/-- 21/PNC 21/NK 10/CJ 24/PNC 24/PNC 21/NK	case=nom|gender=fem|num=pl _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ *=True *=True EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|*=True|EmoExpression::markable_12::EmoExpression=True *=True *=True *=True case=nom|*=True|num=sg
322329770752876545	negative	Kaum ist man aus der Pubertät raus , schon fängt der Lack an abzublättern . %NegSmiley	kaum sein man aus die Pubertät raus , schon fangen die Lack an abzublättern . %NegSmiley	ADV VAFIN PIS APPR ART NN PTKVZ $, ADV VVFIN ART NN APZR VVIZU $. ITJ	18/MO 16/-- 18/SB 18/MO 22/NK 20/NK 18/SVP 23/-- 26/MO 18/CJ 28/NK 26/SB 26/SVP 26/OC 30/-- 15/NK	EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::Uncertain=false|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::Intensity=medium|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ EmoExpression::markable_100500183::EmoExpression=True Sentiment::markable_13::Sarcasm=false|mood=ind|pers=3|Target::markable_15::Preferred=true|num=sg|tense=pres|Target::markable_15::Anaphref=empty|Sentiment::markable_13::Polarity=negative|Sentiment::markable_13::Sentiment=True|Target::markable_15::Target=True|Sentiment::markable_13::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True EmoExpression::markable_14::Polarity=negative|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|Sentiment::markable_13::Sentiment=True|EmoExpression::markable_14::Intensity=medium|EmoExpression::markable_14::EmoExpression=True
320200652724776960	negative	ich weiss %NegSmiley und es git vlt gar kei zweiti staffle	ich weiß %NegSmiley und es git vlt gar Kei zweiti staffle	PPER PTKVZ ITJ KON PPER ADJA NN ADV NE ADJA NN	26/SB 20/CJ 18/NK 17/CD 24/OA 23/NK 24/OG 25/MO 20/CJ 16/-- 26/OA	case=nom|*=True|num=sg|pers=1 _ EmoExpression::markable_16::Polarity=negative|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::Intensity=medium _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg|pers=3 _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
326211084811898880	positive	Unterwegs nach Prag zu einer Weiterbildung %PosSmiley ( Eingecheckt bei Zürich Airport )	Unterweg nach Prag zu eine Weiterbildung %PosSmiley ( einchecken bei Zürich Airport )	NN APPR NE APPR ART NN ITJ $( VVPP APPR NE NE $(	11/-- 12/MNR 13/NK 20/MO 17/NK 15/NK 17/NK 18/-- 12/PAR 20/MO 23/PNC 21/NK 23/--	case=gen|*=True|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=positive|gender=fem|pos=True|num=sg|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
322431063643283457	neutral	aber das wird doch abgelu ... ach lassen wir das %PosSmiley	aber die werden doch abgelu ... ach lassen wir die %PosSmiley	ADV PDS VAFIN ADV VVPP $. ITJ VVFIN PPER PDS ITJ	15/MO 16/SB 13/-- 18/MO 16/OC 18/-- 8/DM 6/-- 8/SB 8/OA 10/NK	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ EmoExpression::markable_100500184::Intensity=medium|EmoExpression::markable_100500184::SubjectiveFact=false|EmoExpression::markable_100500184::EmoExpression=True|EmoExpression::markable_100500184::Polarity=negative|EmoExpression::markable_100500184::Sarcasm=false|EmoExpression::markable_100500184::Uncertain=false pers=1|num=pl|tense=pres|mood=ind|EmoExpression::markable_100500184::EmoExpression=True case=nom|*=True|num=pl|EmoExpression::markable_100500184::EmoExpression=True|pers=1 case=acc|gender=neut|num=sg|EmoExpression::markable_100500184::EmoExpression=True case=acc|EmoExpression::markable_18::EmoExpression=True|gender=neut|EmoExpression::markable_18::Intensity=medium|num=sg|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false
