347332298892529665 positive %PosSmiley für einen Informatiklehrer mit FDP - Parteibuch ist das Internet auch Neuland , seine HP hier : %Link Hoyerswerda FDP %PosSmiley für eine Informatiklehrer mit FDP - Parteibuch sein die Internet auch Neuland , sein HP hier : %Link Hoyerswerda FDP ITJ APPR ART NN APPR NE $( NN VAFIN ART NN ADV NE $, PPOSAT NE ADV $. XY NE NE 8/NK 8/MNR 4/NK 2/NK 4/MNR 5/NK 6/-- 9/SB 0/-- 11/NK 9/SB 13/MO 11/NK 13/-- 16/NK 19/NK 16/MNR 17/-- 11/MNR 21/PNC 19/NK EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
370642972217315328 positive Ist vielleicht Absicht ... SPD heisst jetzt UDE - heimliche Umbenennung %PosSmiley sein vielleicht Absicht ... SPD heißen jetzt Ude - heimlich Umbenennung %PosSmiley VAFIN ADV NN $. NE VVFIN ADV NE $( ADJA NN ITJ 21/-- 22/MO 22/PD 24/-- 6/SB 4/-- 6/MO 6/OA 8/-- 11/NK 8/PAR 11/NK pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
373428117379223552 positive daher : ein strammer SPD - Soldat ist jedenfalls christiansoeder ff %PosSmiley scnr daher : eine stramm SPD - Soldat sein jedenfalls %User ff %PosSmiley scnr PAV $. ART ADJA NE $( NN VAFIN ADV NE NN ITJ ADJA 17/NK 17/-- 17/NK 17/NK 19/NK 17/-- 20/SB 12/-- 20/MO 23/PNC 20/SB 25/NK 23/NK _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True|num=sg|comp=True|EmoExpression::markable_4::Intensity=medium *=True|pos=True
376087150543925248	mixed	" Für Castiel ist dieser Freitag Supernatural . Und für dich ? " auch. aber Cas ist erst mal futsch %NegSmiley	" für Castiel sein dies Freitag Supernatural . und für du ? " auch. aber Cas sein erst mal futsch %NegSmiley	$( APPR NN VAFIN PDAT NN NN $. KON APPR PPER $. $( VVIMP KON NE VAFIN ADV ADV ADJD ITJ	15/-- 17/MO 15/NK 13/-- 19/NK 17/SB 17/PD 20/-- 10/JU 8/-- 10/NK 11/-- 12/-- 15/CJ 17/CD 17/SB 13/-- 19/MO 17/MO 17/PD 20/DM	_ Sentiment::markable_5::Polarity=positive|Sentiment::markable_5::Sarcasm=false|Sentiment::markable_5::Sentiment=True|Sentiment::markable_5::Intensity=strong *=True|Sentiment::markable_5::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True case=nom|Target::markable_6::Target=True|num=sg|Target::markable_6::Preferred=true|gender=masc|Target::markable_6::Anaphref=empty|Sentiment::markable_5::Sentiment=True case=nom|gender=masc|Target::markable_6::Target=True|num=sg|Sentiment::markable_5::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_5::Sentiment=True _ _ _ case=acc|*=True|num=sg|pers=2 _ _ pos=True _ case=nom|Sentiment::markable_8::Intensity=medium|gender=neut|Sentiment::markable_8::Sentiment=True|Target::markable_9::Preferred=true|Sentiment::markable_8::Sarcasm=false|num=sg|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|Sentiment::markable_8::Polarity=negative pers=3|Sentiment::markable_8::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_8::Sentiment=True Sentiment::markable_8::Sentiment=True EmoExpression::markable_10::Intensity=medium|Sentiment::markable_8::Sentiment=True|pos=True|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::Uncertain=false|EmoExpression::markable_10::Polarity=negative|EmoExpression::markable_10::Sarcasm=false|EmoExpression::markable_10::SubjectiveFact=false EmoExpression::markable_11::Intensity=medium|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|EmoExpression::markable_11::Polarity=negative|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Uncertain=false|Sentiment::markable_8::Sentiment=True
383286564299620352 positive " Neue Bezüge für die Retro - Sessel im Parlament ! " %PosSmiley Mein Tag mit Grünen - Jungkandidat _julianschmid zum Nachschauen : " neu Bezug für die Retro - Sessel in Parlament ! " %PosSmiley mein Tag mit Grüne - Jungkandidat %User zu Nachschau|Nachschauen : $( ADJA NN APPR ART NN $( NN APPRART NN $. $( ITJ PPOSAT NN APPR NN $( NN NE APPRART NN $. 23/-- 24/NK 21/-- 24/MNR 27/NK 25/NK 27/-- 24/APP 29/MNR 30/NK 31/-- 32/-- 29/NK 15/NK 13/-- 15/MNR 16/NK 17/-- 15/APP 19/NK 19/MNR 21/NK 22/-- _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|EmoExpression::markable_12::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|*=True|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
383165063042830336	positive	und das obwohl sogar von den Grünen ein paar gesagt haben , dass Petra Hesse vermutlich die beste Wahl ist %NegSmiley hyperpac	und die obwohl sogar von die Grüne eine paar sagen haben , dass Petra Hesse vermutlich die gut Wahl sein %NegSmiley %User	KON ART KOUS ADV APPR ART NN ART PIAT VVPP VAFIN $, KOUS NE NE ADV ART ADJA NN VAFIN ITJ NE	34/JU 34/SB 34/CP 33/MO 33/SBP 30/NK 28/NK 32/NK 33/MO 34/OC 23/-- 34/-- 43/CP 38/PNC 43/SB 43/MO 42/NK 42/NK 43/SB 34/CJ 45/NK 43/SB	Sentiment::markable_13::Sarcasm=false|Sentiment::markable_13::Polarity=positive|Sentiment::markable_13::Sentiment=True|Sentiment::markable_13::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_13::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_13::Sentiment=True Source::markable_14::Anaphref=empty|Source::markable_14::Source=True|*=True|Sentiment::markable_13::Sentiment=True Source::markable_14::Source=True|*=True|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True case=nom|Target::markable_15::Preferred=true|num=sg|Target::markable_15::Anaphref=empty|Sentiment::markable_13::Sentiment=True|*=True|Target::markable_15::Target=True case=nom|*=True|num=sg|Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_13::Sentiment=True case=nom|EmoExpression::markable_16::EmoExpression=True|gender=fem|EmoExpression::markable_16::Uncertain=false|Sentiment::markable_13::Sentiment=True|EmoExpression::markable_16::Intensity=strong|EmoExpression::markable_16::Polarity=positive|num=sg|sup=True|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::SubjectiveFact=false case=nom|gender=fem|num=sg|Sentiment::markable_13::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_13::Sentiment=True EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=negative|EmoExpression::markable_17::EmoExpression=True|Sentiment::markable_13::Sentiment=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium case=nom|*=True|num=sg
381537313081524224	negative	Dem CDU Typen heute auf dem Markt habe ich gesagt , ich weiss schon seit Jahren , was ich nicht wählen werde ... %PosSmiley	die CDU Typ heute auf die Markt haben ich sagen , ich wissen schon seit Jahr , was ich nicht wählen werden ... %PosSmiley	ART NE NN ADV APPR ART NN VAFIN PPER VVPP $, PPER VVFIN ADV APPR NN $, PRELS PPER PTKNEG VVINF VAFIN $. ITJ	25/NK 25/NK 32/DA 27/MO 25/MNR 29/NK 27/NK 22/-- 30/SB 30/OC 32/-- 35/SB 32/OC 37/MO 35/MO 37/NK 38/-- 43/OA 44/SB 43/NG 44/OC 35/OC 44/-- 35/DM	case=dat|Sentiment::markable_18::Sarcasm=false|num=sg|Sentiment::markable_18::Polarity=negative|gender=masc|Sentiment::markable_18::Intensity=medium|Sentiment::markable_18::Sentiment=True case=nom|num=sg|Target::markable_24::Target=True|gender=fem|Target::markable_24::Preferred=true|Target::markable_24::Anaphref=empty|Sentiment::markable_18::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_18::Sentiment=True|pers=1 Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_18::Sentiment=True|pers=1 pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=acc|Target::markable_19::Target=True|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_19::Anaphref=markable_24|gender=neut|Target::markable_19::Preferred=true case=nom|pers=1|num=sg|Source::markable_20::Anaphref=empty|*=True|Sentiment::markable_18::Sentiment=True|Source::markable_20::Source=True Negation::markable_22::EmoExpressionRef=emo-expression:markable_21|Sentiment::markable_18::Sentiment=True|Negation::markable_22::Negation=True Sentiment::markable_18::Sentiment=True|EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|Sentiment::markable_18::Sentiment=True|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Sarcasm=false
384606488070594560	positive	Ich hoffe doch mal das hier was vernünftiges raus kommt %PosSmiley %Link ( via csinss )	ich hoffen doch mal die hier was vernünftig raus kommen %PosSmiley %Link ( via %User )	PPER VVFIN ADV ADV PDS ADV PIAT ADJA ADV VVFIN ITJ XY $( APPR NE $(	26/SB 24/-- 29/MO 29/MO 26/OA 26/MO 32/MO 34/SB 34/MO 26/OC 34/DM 35/NK 36/-- 34/MO 38/NK 39/--	case=nom|Source::markable_26::Anaphref=empty|*=True|Sentiment::markable_25::Polarity=positive|pers=1|num=sg|Sentiment::markable_25::Sarcasm=false|Sentiment::markable_25::Intensity=medium|Source::markable_26::Source=True|Sentiment::markable_25::Sentiment=True EmoExpression::markable_27::EmoExpression=True|mood=ind|pers=1|EmoExpression::markable_27::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Intensity=medium|Sentiment::markable_25::Sentiment=True|EmoExpression::markable_27::Sarcasm=false|EmoExpression::markable_27::Polarity=positive Sentiment::markable_25::Sentiment=True Sentiment::markable_25::Sentiment=True case=nom|gender=neut|Sentiment::markable_25::Sentiment=True|num=sg Target::markable_28::Anaphref=empty|Sentiment::markable_25::Sentiment=True|Target::markable_28::Preferred=true|Target::markable_28::Target=True case=nom|gender=neut|Sentiment::markable_25::Sentiment=True|num=sg|Target::markable_28::Target=True case=nom|gender=neut|pos=True|EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|num=sg|EmoExpression::markable_30::Intensity=medium|Target::markable_28::Target=True|EmoExpression::markable_30::SubjectiveFact=false|Sentiment::markable_25::Sentiment=True|EmoExpression::markable_30::Sarcasm=false|EmoExpression::markable_30::Polarity=positive Target::markable_28::Target=True|Sentiment::markable_25::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_28::Target=True|Sentiment::markable_25::Sentiment=True case=nom|EmoExpression::markable_29::Intensity=medium|gender=neut|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Uncertain=false|num=sg|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|Sentiment::markable_25::Sentiment=True|EmoExpression::markable_29::SubjectiveFact=false case=nom|gender=neut|num=sg _ _ case=gen|*=True|num=sg _
369978852011163648 positive So nennt man das , ja . Du meinst Anschlussverwendung für die Mitarbeiter der FDP_Fraktion ? %PosSmiley so nennen man die , ja . du meinen Anschlussverwendung für die Mitarbeiter die %User ? %PosSmiley ADV VVFIN PIS PDS $, ADV $. PPER VVFIN NN APPR ART NN ART NE $. ITJ 18/MO 16/-- 18/SB 18/OA 20/-- 18/MO 22/-- 9/SB 7/-- 9/OA 10/MNR 13/NK 11/NK 15/NK 13/AG 15/-- 15/NK _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg _ _ _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ EmoExpression::markable_31::Sarcasm=false|EmoExpression::markable_31::EmoExpression=True|EmoExpression::markable_31::Uncertain=false|EmoExpression::markable_31::Intensity=medium|EmoExpression::markable_31::SubjectiveFact=false|EmoExpression::markable_31::Polarity=positive
377846595796344832 positive darf der Anti - AfD Flyer wieder verteilt werden ? %PosSmiley Ich hätte da Bedarf daran den zu verteilen . %PosSmiley dürfen die Anti - AfD Flyer wieder verteilen werden ? %PosSmiley ich haben da Bedarf daran die zu verteilen . %PosSmiley VMFIN ART ADJA $( ADJA NN ADV VVPP VAINF $. ITJ PPER VAFIN ADV NN PAV ART PTKZU VVINF $. ITJ 17/-- 23/NK 23/NK 20/-- 23/NK 18/SB 18/MO 26/OC 18/OC 26/-- 26/NK 13/SB 11/-- 19/MO 19/OA 15/NK 19/OA 19/PM 13/OC 19/-- 20/NK pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg _ _ _ EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false
371613187088871424	neutral	" Gute Nacht D " ? Wenn AfD das sagen würde , würden Sie uns dafür beschimpfen . Wetten ? %PosSmiley doublestandards Volker_Beck	" gut Nacht D " ? wenn AfD die sagen werden , werden Sie wir dafür beschimpfen . Wette|Wetten ? %PosSmiley doublestandards %User	$( ADJA NN NN $( $. KOUS NN PDS VVINF VAFIN $, VAFIN PPER PRF PAV VVINF $. NN $. ITJ NN NE	23/-- 24/NK 21/-- 24/NK 25/-- 26/-- 11/CP 11/SB 10/OA 11/OC 17/MO 11/-- 6/-- 13/SB 17/OA 15/NK 13/OC 17/-- 18/-- 19/-- 19/NK 21/-- 22/NK	_ case=nom|EmoExpression::markable_34::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Intensity=medium|num=sg|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Sarcasm=false case=nom|gender=fem|num=sg _ _ _ _ case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=subj _ pers=3|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=3 case=dat|*=True|num=pl|pers=1 _ EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::EmoExpression=True|EmoExpression::markable_35::Polarity=negative _ _ _ EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg
379123665184374784	neutral	1 . Grossplakat der NPD in RLP in Neuwied auf dem Deich zeigt Dämmerung für sie %Link ] %PosSmiley RZNeuwied Sinti Roma Plakat	1 . Grossplakat die NPD in RLP in Neuwied auf die Deich zeigen Dämmerung für sie %Link ] %PosSmiley %User Sinto Roma Plakat	CARD $. NN ART NE APPR NN APPR NE APPR ART NN VVFIN NN APPR PPER XY $( ITJ NE NN NE NN	36/MO 24/-- 36/SB 28/NK 26/AG 26/MNR 29/NK 30/MNR 31/NK 32/MNR 35/NK 33/NK 23/-- 36/OA 36/MO 38/NK 39/NK 40/-- 39/NK 36/MO 45/PNC 43/NK 36/OA	_ _ case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ *=True *=True *=True *=True
360088840439988224 positive AM RANDE : Studie von US - Psychologen : Geringe Denkleistung produziert Konservativismus %Link %PosSmiley piraten + cd ... an Rand : Studie von US - Psychologe : gering Denkleistung produzieren Konservativismus %Link %PosSmiley Pirat + cd ... APPRART NN $. NN APPR NE $( NN $. ADJA NN VVFIN NN XY ITJ NN KON NN $. 27/MO 24/NK 25/-- 35/CJ 27/PG 28/NK 29/-- 27/PAR 31/-- 34/NK 35/SB 23/-- 35/OA 36/NK 39/NK 36/CJ 39/CD 40/CJ 41/-- case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=dat|*=True|num=sg _ case=dat|gender=masc|num=pl _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg EmoExpression::markable_37::EmoExpression=True|EmoExpression::markable_37::Uncertain=false|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::Sarcasm=false|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=positive _ _ _ _
